doc_id,y,group,model,source,theme,n_sentences,n_sentences_prose,n_endings,window_used,n_chars_total,cov_log_sentences,cov_log_chars,llama_degenerate,sent_len_char_mean,sent_len_char_sd,sent_len_char_cv,sent_len_mora_mean,sent_len_mora_sd,sent_len_mora_cv,burstiness_char,burstiness_mora,para_sent_cv,taigendome_rate,dewanaku_per_sentence,comma_per_sentence,ending_mattr20
ai/gpt-oss-20b/rest-api-design_3,1,ai,gpt-oss-20b,ai,rest-api-design,45,8,8,8.0,1570.0000049999999,3.828641396489095,7.359467641438307,0,34.888889,13.337037,0.382272,27.644444,13.763326,0.49787,-0.446893,-0.33523,0.272166,0.125,0.022222,0.6,0.875
ai/gpt-oss-20b/rest-api-design_4,1,ai,gpt-oss-20b,ai,rest-api-design,23,8,8,8.0,628.000004,3.1780538303479458,6.444131263059741,0,27.304348,7.969697,0.291884,25.826087,7.844423,0.30374,-0.548127,-0.534048,0.268018,0.125,0.0,0.347826,0.875
ai/gpt-oss-20b/rest-api-design_5,1,ai,gpt-oss-20b,ai,rest-api-design,35,19,19,19.0,900.0000100000001,3.58351893845611,6.803505268707117,0,25.714286,14.969629,0.582152,19.542857,14.341434,0.733845,-0.264101,-0.153505,0.29277,0.578947,0.0,0.342857,0.947368
ai/gpt-oss-20b/team-dev_1,1,ai,gpt-oss-20b,ai,team-dev,43,19,19,19.0,1156.000003,3.784189633918261,7.053585729786589,0,26.883721,13.679401,0.508836,28.093023,15.608307,0.555594,-0.325525,-0.285683,0.820571,0.210526,0.023256,0.534884,1.0
ai/gpt-oss-20b/team-dev_2,1,ai,gpt-oss-20b,ai,team-dev,34,13,13,13.0,1056.000016,3.5553480614894135,6.963190001007418,0,31.058824,15.120966,0.486849,29.205882,16.892009,0.578377,-0.345126,-0.267124,0.742902,0.076923,0.058824,0.647059,0.923077
ai/gpt-oss-20b/team-dev_3,1,ai,gpt-oss-20b,ai,team-dev,33,9,9,9.0,953.000004,3.5263605246161616,6.860663675641159,0,28.878788,12.264157,0.424677,26.515152,14.049957,0.529884,-0.403827,-0.307289,0.284268,0.444444,0.0,0.454545,1.0
ai/gpt-oss-20b/team-dev_4,1,ai,gpt-oss-20b,ai,team-dev,39,13,13,13.0,988.999986,3.6888794541139363,6.897704928987221,0,25.358974,15.449649,0.609238,25.384615,16.195307,0.637997,-0.242824,-0.221004,0.284373,0.461538,0.0,0.487179,1.0
ai/gpt-oss-20b/team-dev_5,1,ai,gpt-oss-20b,ai,team-dev,43,13,13,13.0,1217.999983,3.784189633918261,7.105786115535414,0,28.325581,12.045883,0.425265,24.534884,10.479989,0.427146,-0.403248,-0.401398,0.449746,0.0,0.0,0.627907,0.692308
ai/gpt-oss-20b/test-strategy_1,1,ai,gpt-oss-20b,ai,test-strategy,35,8,8,8.0,949.999995,3.58351893845611,6.857514057287767,0,27.142857,9.986113,0.367909,30.057143,11.016722,0.366526,-0.462085,-0.463565,0.469476,0.125,0.028571,0.428571,0.875
ai/gpt-oss-20b/test-strategy_2,1,ai,gpt-oss-20b,ai,test-strategy,21,10,10,10.0,541.000005,3.091042453358316,6.295266010664738,0,25.761905,8.777161,0.340703,30.619048,11.495242,0.375428,-0.491755,-0.454093,0.464133,0.0,0.0,0.666667,1.0
ai/gpt-oss-20b/test-strategy_3,1,ai,gpt-oss-20b,ai,test-strategy,25,15,15,15.0,730.0,3.258096538021482,6.594413459749778,0,29.2,16.920993,0.579486,29.6,14.832397,0.501094,-0.266235,-0.332361,0.569912,0.133333,0.04,0.6,0.666667
ai/gpt-oss-20b/test-strategy_4,1,ai,gpt-oss-20b,ai,test-strategy,51,14,14,14.0,1292.9999910000001,3.9512437185814275,7.165493468105669,0,25.352941,15.479048,0.610542,23.490196,17.699421,0.753481,-0.241818,-0.140588,0.487837,0.142857,0.019608,0.392157,0.928571
ai/gpt-oss-20b/test-strategy_5,1,ai,gpt-oss-20b,ai,test-strategy,23,9,9,9.0,451.000008,3.1780538303479458,6.113682197531346,0,19.608696,12.289052,0.626714,22.913043,13.676108,0.59687,-0.229472,-0.25245,0.52535,0.0,0.0,0.434783,0.888889
ai/gpt-oss-20b/web-security_1,1,ai,gpt-oss-20b,ai,web-security,39,12,12,12.0,1330.9999950000001,3.6888794541139363,7.194436847346581,0,34.128205,12.647447,0.370586,24.615385,15.097317,0.613329,-0.459229,-0.239673,0.273771,0.166667,0.025641,0.538462,0.916667
ai/gpt-oss-20b/web-security_2,1,ai,gpt-oss-20b,ai,web-security,29,5,5,5.0,769.999996,3.4011973816621555,6.647688368375262,0,26.551724,15.834459,0.596363,26.103448,16.394585,0.628062,-0.252848,-0.228454,0.436176,0.0,0.034483,0.448276,1.0
ai/gpt-oss-20b/web-security_3,1,ai,gpt-oss-20b,ai,web-security,12,4,4,,393.0,2.5649493574615367,5.976350909297934,0,32.75,9.601432,0.293174,31.5,10.291582,0.326717,-0.546583,-0.507481,0.408248,,0.0,0.666667,
ai/gpt-oss-20b/web-security_4,1,ai,gpt-oss-20b,ai,web-security,29,12,12,12.0,984.9999929999999,3.4011973816621555,6.893656347503244,0,33.965517,18.740483,0.55175,27.482759,18.308884,0.666195,-0.288867,-0.20034,0.436176,0.166667,0.068966,0.586207,1.0
ai/gpt-oss-20b/web-security_5,1,ai,gpt-oss-20b,ai,web-security,46,25,25,20.0,1124.000018,3.8501476017100584,7.02553833063852,0,24.434783,13.576918,0.555639,17.217391,15.881235,0.922395,-0.285645,-0.040369,0.304348,0.44,0.043478,0.217391,1.0
ai/llama3.2-1b/cicd-pipeline_1,1,ai,llama3.2-1b,ai,cicd-pipeline,39,15,15,15.0,4340.9999880000005,3.6888794541139363,8.376090347674534,1,111.307692,442.505579,3.975517,123.307692,530.284837,4.300501,0.598032,0.622677,0.366227,0.0,0.0,4.820513,0.6
ai/llama3.2-1b/cicd-pipeline_2,1,ai,llama3.2-1b,ai,cicd-pipeline,162,44,44,20.0,7596.000018,5.093750200806762,8.935508713872578,0,46.888889,20.063787,0.427901,19.419753,12.401079,0.638581,-0.400658,-0.220569,0.526974,0.0,0.0,0.493827,0.108
ai/llama3.2-1b/cicd-pipeline_3,1,ai,llama3.2-1b,ai,cicd-pipeline,43,14,14,14.0,1600.9999939999998,3.784189633918261,7.379008123882986,0,37.232558,16.059247,0.431323,23.55814,5.977875,0.25375,-0.397309,-0.595215,0.553273,0.0,0.0,0.930233,0.428571
ai/llama3.2-1b/cicd-pipeline_4,1,ai,llama3.2-1b,ai,cicd-pipeline,31,31,31,20.0,1558.000015,3.4657359027997265,7.351799878679329,0,50.258065,20.936105,0.416572,24.935484,16.767741,0.672445,-0.411859,-0.195854,0.309408,0.0,0.0,1.774194,0.275
ai/llama3.2-1b/cicd-pipeline_5,1,ai,llama3.2-1b,ai,cicd-pipeline,49,25,25,20.0,1720.000009,3.912023005428146,7.450660801441058,0,35.102041,14.433867,0.411197,25.591837,14.475762,0.56564,-0.417236,-0.277433,0.46761,0.0,0.0,0.653061,0.3
ai/llama3.2-1b/code-review_1,1,ai,llama3.2-1b,ai,code-review,67,24,24,20.0,3861.000022,4.219507705176107,8.25894046868499,0,57.626866,11.068088,0.192065,42.134328,7.386748,0.175314,-0.677761,-0.701673,0.376404,0.0,0.0,1.432836,0.13
ai/llama3.2-1b/code-review_2,1,ai,llama3.2-1b,ai,code-review,71,37,37,20.0,3798.999982,4.276666119016055,8.242756340977635,0,53.507042,18.799066,0.351338,55.464789,20.510273,0.369789,-0.480014,-0.460079,0.648499,0.0,0.056338,1.901408,0.408333
ai/llama3.2-1b/code-review_3,1,ai,llama3.2-1b,ai,code-review,55,40,40,20.0,1518.0,4.02535169073515,7.325807502595773,0,27.6,17.458106,0.63254,21.854545,14.886746,0.681174,-0.225085,-0.189645,0.549681,0.35,0.0,0.763636,0.42619
ai/llama3.2-1b/code-review_4,1,ai,llama3.2-1b,ai,code-review,40,6,6,6.0,2175.0,3.713572066704308,7.685243607975833,0,54.375,22.735091,0.418117,28.0,13.135829,0.469137,-0.410321,-0.361344,0.492443,0.0,0.0,1.475,1.0
ai/llama3.2-1b/code-review_5,1,ai,llama3.2-1b,ai,code-review,69,69,69,20.0,2988.000012,4.248495242049359,8.002694166298658,0,43.304348,14.320659,0.330698,34.84058,10.084603,0.28945,-0.502971,-0.551049,0.226384,0.0,0.0,1.275362,0.178
ai/llama3.2-1b/docker-intro_1,1,ai,llama3.2-1b,ai,docker-intro,9,9,9,9.0,12779.000001,2.302585092994046,9.455636728009774,1,1419.888889,3371.652626,2.374589,213.555556,468.554067,2.194062,0.407335,0.373838,0.222222,0.222222,0.0,50.222222,0.444444
ai/llama3.2-1b/docker-intro_2,1,ai,llama3.2-1b,ai,docker-intro,36,16,16,16.0,1440.0,3.6109179126442243,7.273092595999522,0,40.0,21.159448,0.528986,26.583333,19.207023,0.722521,-0.308056,-0.161089,0.527046,0.3125,0.0,0.888889,0.75
ai/llama3.2-1b/docker-intro_3,1,ai,llama3.2-1b,ai,docker-intro,51,18,18,18.0,1743.999978,3.9512437185814275,7.464509822029077,0,34.196078,14.277391,0.417515,26.392157,11.613174,0.440024,-0.410919,-0.388866,0.509427,0.0,0.0,1.196078,0.277778
ai/llama3.2-1b/docker-intro_4,1,ai,llama3.2-1b,ai,docker-intro,151,148,148,20.0,6109.999976,5.0238805208462765,8.71784570096757,0,40.463576,10.310912,0.25482,25.986755,7.187173,0.276571,-0.593855,-0.566698,0.378006,0.013514,0.0,1.178808,0.341473
ai/llama3.2-1b/docker-intro_5,1,ai,llama3.2-1b,ai,docker-intro,22,17,17,17.0,1332.999998,3.1354942159291497,7.195937224976318,0,60.590909,19.534722,0.322404,33.590909,16.067073,0.478316,-0.512398,-0.352891,0.564076,0.0,0.0,2.136364,0.588235
ai/llama3.2-1b/git-team-rules_1,1,ai,llama3.2-1b,ai,git-team-rules,123,32,32,20.0,4846.000002,4.820281565605037,8.486115236258001,0,39.398374,15.346799,0.389529,32.479675,20.277485,0.624313,-0.439337,-0.23129,0.511872,0.0,0.0,0.373984,0.057692
ai/llama3.2-1b/git-team-rules_2,1,ai,llama3.2-1b,ai,git-team-rules,24,2,2,,6466.000008000001,3.2188758248682006,8.774467602683643,1,269.416667,1107.364022,4.110228,269.791667,1107.753131,4.105958,0.608628,0.608301,0.372678,,0.0,16.875,
ai/llama3.2-1b/git-team-rules_3,1,ai,llama3.2-1b,ai,git-team-rules,32,27,27,20.0,1613.0,3.4965075614664802,7.3864708488298945,0,50.40625,11.744305,0.232993,39.875,9.259286,0.232208,-0.622069,-0.623103,0.651021,0.0,0.0,1.4375,0.11875
ai/llama3.2-1b/git-team-rules_4,1,ai,llama3.2-1b,ai,git-team-rules,44,15,15,15.0,1433.000008,3.8066624897703196,7.268223026738366,0,32.568182,12.404907,0.38089,28.704545,13.308541,0.463639,-0.448341,-0.366457,0.48956,0.266667,0.0,0.659091,0.6
ai/llama3.2-1b/git-team-rules_5,1,ai,llama3.2-1b,ai,git-team-rules,46,26,26,20.0,1648.000002,3.8501476017100584,7.4079243237724555,0,35.826087,18.510049,0.516664,32.434783,21.80412,0.672245,-0.318684,-0.195997,0.556793,0.038462,0.0,0.869565,0.342857
ai/llama3.2-1b/python-exception_1,1,ai,llama3.2-1b,ai,python-exception,41,20,20,20.0,1357.9999910000001,3.7376696182833684,7.2145044075286275,0,33.121951,11.262273,0.340024,39.682927,13.899358,0.35026,-0.49251,-0.481196,0.421747,0.0,0.0,0.95122,0.45
ai/llama3.2-1b/python-exception_2,1,ai,llama3.2-1b,ai,python-exception,49,32,32,20.0,1316.9999990000001,3.912023005428146,7.183870714303727,0,26.877551,10.042019,0.373621,26.346939,9.115027,0.345962,-0.456006,-0.485927,0.520708,0.25,0.0,0.734694,0.357692
ai/llama3.2-1b/python-exception_3,1,ai,llama3.2-1b,ai,python-exception,18,15,15,15.0,1060.999992,2.9444389791664403,6.967909194268928,1,58.944444,19.219412,0.32606,49.277778,19.949396,0.404836,-0.508228,-0.423654,0.368514,0.066667,0.0,2.333333,0.4
ai/llama3.2-1b/python-exception_4,1,ai,llama3.2-1b,ai,python-exception,30,21,21,20.0,1200.99999,3.4339872044851463,7.091742106775685,0,40.033333,18.928785,0.472826,33.633333,16.642282,0.494815,-0.357934,-0.337958,0.496655,0.285714,0.0,0.9,0.75
ai/llama3.2-1b/python-exception_5,1,ai,llama3.2-1b,ai,python-exception,152,108,108,20.0,6217.000032,5.030437921392435,8.735203595765048,0,40.901316,10.302503,0.251887,35.618421,13.012107,0.36532,-0.597588,-0.464858,3.255429,0.0,0.0,1.388158,0.060674
ai/llama3.2-1b/rdb-design_1,1,ai,llama3.2-1b,ai,rdb-design,36,14,14,14.0,1239.000012,3.6109179126442243,7.122866668276502,0,34.416667,17.847152,0.518561,33.805556,18.281471,0.540783,-0.317036,-0.298041,0.833333,0.5,0.0,0.666667,0.714286
ai/llama3.2-1b/rdb-design_2,1,ai,llama3.2-1b,ai,rdb-design,40,28,28,20.0,1780.0,3.713572066704308,7.484930283289661,0,44.5,24.901807,0.559591,30.3,14.220056,0.469309,-0.282387,-0.361184,0.531507,0.25,0.0,0.9,0.688889
ai/llama3.2-1b/rdb-design_3,1,ai,llama3.2-1b,ai,rdb-design,112,45,45,20.0,4124.000048,4.727387818712341,8.324821310405145,0,36.821429,8.176856,0.222068,39.75,7.969249,0.200484,-0.63657,-0.665994,0.347641,0.0,0.008929,1.044643,0.142308
ai/llama3.2-1b/rdb-design_4,1,ai,llama3.2-1b,ai,rdb-design,36,36,36,20.0,5724.0,3.6109179126442243,8.65259782842244,1,159.0,626.548615,3.940557,151.777778,597.563158,3.937093,0.595187,0.594903,0.527046,0.277778,0.0,13.972222,0.473529
ai/llama3.2-1b/rdb-design_5,1,ai,llama3.2-1b,ai,rdb-design,30,13,13,13.0,936.9999899999999,3.4339872044851463,6.843749938345244,0,31.233333,11.080564,0.354767,34.633333,9.544574,0.275589,-0.476268,-0.567903,0.616441,0.0,0.0,1.133333,0.538462
ai/llama3.2-1b/rest-api-design_1,1,ai,llama3.2-1b,ai,rest-api-design,32,32,32,20.0,1665.0,3.4965075614664802,7.418180822726788,0,52.03125,24.554129,0.471911,30.8125,14.277249,0.463359,-0.358778,-0.366719,0.327753,0.0,0.0,2.03125,0.269231
ai/llama3.2-1b/rest-api-design_2,1,ai,llama3.2-1b,ai,rest-api-design,34,14,14,14.0,2020.0000100000002,3.5553480614894135,7.611347722351667,0,59.411765,27.568223,0.46402,21.176471,8.08219,0.381659,-0.366102,-0.447535,0.568796,0.0,0.0,1.029412,0.5
ai/llama3.2-1b/rest-api-design_3,1,ai,llama3.2-1b,ai,rest-api-design,117,54,54,20.0,5448.000051,4.770684624465665,8.603187393942614,0,46.564103,13.344473,0.286583,41.888889,15.437095,0.368525,-0.554505,-0.461428,0.508314,0.0,0.0,1.230769,0.252857
ai/llama3.2-1b/rest-api-design_4,1,ai,llama3.2-1b,ai,rest-api-design,48,28,28,20.0,1982.000016,3.8918202981106265,7.592366136588379,0,41.291667,10.474092,0.253661,32.916667,11.248765,0.341735,-0.595327,-0.490608,0.414578,0.0,0.0,0.729167,0.316667
ai/llama3.2-1b/rest-api-design_5,1,ai,llama3.2-1b,ai,rest-api-design,61,21,21,20.0,2166.9999900000003,4.127134385045092,7.68156035794699,0,35.52459,7.860686,0.221274,27.852459,8.419018,0.302272,-0.637633,-0.535777,0.344652,0.0,0.0,0.770492,0.425
ai/llama3.2-1b/team-dev_1,1,ai,llama3.2-1b,ai,team-dev,60,52,52,20.0,2286.0,4.110873864173311,7.734996194022781,0,38.1,12.568081,0.329871,39.7,15.347421,0.386585,-0.503905,-0.442393,0.374166,0.0,0.0,1.166667,0.125758
ai/llama3.2-1b/team-dev_2,1,ai,llama3.2-1b,ai,team-dev,117,117,117,20.0,4902.0000119999995,4.770684624465665,8.497602544098715,1,41.897436,15.364174,0.366709,46.675214,19.638106,0.420739,-0.463369,-0.407718,0.41688,0.008547,0.0,2.367521,0.277041
ai/llama3.2-1b/team-dev_3,1,ai,llama3.2-1b,ai,team-dev,30,16,16,16.0,1448.00001,3.4339872044851463,7.278628949221994,0,48.266667,14.447453,0.299326,52.733333,14.665,0.278097,-0.53926,-0.564826,0.2,0.0,0.033333,1.5,0.5
ai/llama3.2-1b/team-dev_4,1,ai,llama3.2-1b,ai,team-dev,79,34,34,20.0,3651.999992,4.382026634673881,8.203304024605302,0,46.227848,17.202406,0.372122,45.253165,15.11933,0.334105,-0.457596,-0.499132,0.568071,0.0,0.0,1.341772,0.146667
ai/llama3.2-1b/team-dev_5,1,ai,llama3.2-1b,ai,team-dev,22,22,22,20.0,1250.000004,3.1354942159291497,7.131698513664353,0,56.818182,22.190572,0.390554,49.227273,19.618942,0.398538,-0.438276,-0.430065,0.203279,0.0,0.0,1.727273,0.333333
ai/llama3.2-1b/test-strategy_1,1,ai,llama3.2-1b,ai,test-strategy,147,71,71,20.0,4626.000035999999,4.997212273764115,8.439663996687418,0,31.469388,12.894816,0.409757,35.680272,16.523324,0.463094,-0.418684,-0.366966,0.232788,0.0,0.0,0.85034,0.179808
ai/llama3.2-1b/test-strategy_2,1,ai,llama3.2-1b,ai,test-strategy,129,39,39,20.0,3914.999973,4.867534450455582,8.27282599675561,0,30.348837,15.117448,0.498123,32.209302,13.980981,0.434067,-0.335004,-0.394635,0.49205,0.307692,0.0,1.209302,0.2425
ai/llama3.2-1b/test-strategy_3,1,ai,llama3.2-1b,ai,test-strategy,37,23,23,20.0,1431.0000120000002,3.6375861597263857,7.266827355900479,0,38.675676,23.159907,0.598824,41.405405,24.14087,0.583037,-0.25092,-0.263395,0.417828,0.304348,0.0,1.378378,0.775
ai/llama3.2-1b/test-strategy_4,1,ai,llama3.2-1b,ai,test-strategy,101,101,101,20.0,3640.0000039999995,4.624972813284271,8.200013649274032,0,36.039604,7.180723,0.199245,39.970297,8.049913,0.201397,-0.667715,-0.664728,0.190963,0.009901,0.0,1.445545,0.064024
ai/llama3.2-1b/test-strategy_5,1,ai,llama3.2-1b,ai,test-strategy,44,13,13,13.0,1991.0,3.8066624897703196,7.596894438144544,0,45.25,16.104947,0.35591,51.727273,19.1956,0.371092,-0.475024,-0.458691,0.678781,0.0,0.0,1.181818,0.615385
ai/llama3.2-1b/web-security_1,1,ai,llama3.2-1b,ai,web-security,37,12,12,12.0,1805.000008,3.6375861597263857,7.49886973840661,0,48.783784,35.442481,0.726522,41.945946,31.078754,0.740924,-0.158398,-0.148815,1.149523,0.5,0.0,1.378378,0.916667
ai/llama3.2-1b/web-security_2,1,ai,llama3.2-1b,ai,web-security,115,41,41,20.0,6191.99997,4.7535901911063645,8.731174896093883,0,53.843478,13.453683,0.249867,32.826087,6.209755,0.189171,-0.600171,-0.681843,0.23988,0.0,0.0,0.973913,0.140909
ai/llama3.2-1b/web-security_3,1,ai,llama3.2-1b,ai,web-security,51,18,18,18.0,1806.000015,3.9512437185814275,7.49942329889328,0,35.411765,19.127207,0.540137,29.941176,19.124373,0.638732,-0.298586,-0.220456,0.280056,0.0,0.0,0.490196,0.333333
ai/llama3.2-1b/web-security_4,1,ai,llama3.2-1b,ai,web-security,46,27,27,20.0,1771.9999939999998,3.8501476017100584,7.480428302690113,0,38.521739,16.595886,0.430819,34.608696,15.552825,0.449391,-0.397801,-0.37989,0.366354,0.333333,0.0,0.869565,0.28125
ai/llama3.2-1b/web-security_5,1,ai,llama3.2-1b,ai,web-security,28,2,2,,1390.999988,3.367295829986474,7.238496832273675,0,49.678571,13.851389,0.27882,43.892857,14.423045,0.328597,-0.563942,-0.505348,0.349927,,0.0,1.5,
human/qiita/cicd-pipeline/10e56680e1c1a1171daa,0,human,human,qiita,cicd-pipeline,96,92,92,20.0,4716.0,4.574710978503383,8.458928283284262,0,49.125,36.463238,0.742254,38.052083,28.687748,0.753907,-0.147938,-0.140311,0.433764,0.032609,0.0,0.729167,0.763014
human/qiita/cicd-pipeline/174be1bec4341aabe5e9,0,human,human,qiita,cicd-pipeline,87,83,83,20.0,4702.999977,4.477336814478207,8.456168484689007,0,54.057471,30.151859,0.557774,46.482759,25.835849,0.555816,-0.283883,-0.285499,0.489957,0.060241,0.011494,1.402299,0.571094
human/qiita/cicd-pipeline/179a3f8a74037b72bf00,0,human,human,qiita,cicd-pipeline,58,14,14,14.0,2224.000024,4.07753744390572,7.707512205386857,0,38.344828,25.92333,0.676058,35.655172,21.528291,0.603792,-0.193276,-0.247045,0.840771,0.285714,0.017241,0.275862,1.0
human/qiita/cicd-pipeline/2c81ce98907eb29fef7d,0,human,human,qiita,cicd-pipeline,53,36,36,20.0,1808.999975,3.9889840465642745,7.501082110447717,0,34.132075,20.829078,0.610249,26.377358,14.788096,0.560636,-0.242044,-0.281529,0.753301,0.027778,0.0,0.320755,0.505882
human/qiita/cicd-pipeline/357dd71ef68bc90c8f18,0,human,human,qiita,cicd-pipeline,50,42,42,20.0,2116.0,3.9318256327243257,7.6577552711348655,0,42.32,20.97469,0.495621,34.58,18.279048,0.528602,-0.337237,-0.308385,0.504381,0.02381,0.0,1.3,0.597826
human/qiita/cicd-pipeline/358e7964927af4128d32,0,human,human,qiita,cicd-pipeline,108,94,94,20.0,5910.999948000001,4.6913478822291435,8.684739453832368,0,54.731481,25.995586,0.474966,50.574074,26.667085,0.527288,-0.355964,-0.309511,0.759936,0.031915,0.009259,0.944444,0.659333
human/qiita/cicd-pipeline/3d3eda7ef651312f22a6,0,human,human,qiita,cicd-pipeline,71,66,66,20.0,3993.999991,4.276666119016055,8.29279885594756,0,56.253521,24.002769,0.426689,51.295775,26.517809,0.516959,-0.401847,-0.318427,0.430903,0.0,0.0,0.957746,0.434043
human/qiita/cicd-pipeline/3fc4506b09375e5e28e9,0,human,human,qiita,cicd-pipeline,19,17,17,17.0,692.000007,2.995732273553991,6.541030009290913,0,36.421053,18.787778,0.515849,23.105263,13.462989,0.582681,-0.319392,-0.263679,0.379532,0.352941,0.0,0.631579,0.823529
human/qiita/cicd-pipeline/42d7ab8ad27c475d011c,0,human,human,qiita,cicd-pipeline,53,28,28,20.0,1696.0,3.9889840465642745,7.436617265234227,0,32.0,17.030494,0.532203,30.169811,17.026878,0.564368,-0.30531,-0.278472,1.01414,0.0,0.0,0.698113,0.688889
human/qiita/cicd-pipeline/43cd6fbf56ecd32e5b34,0,human,human,qiita,cicd-pipeline,43,43,43,20.0,1808.999981,3.784189633918261,7.501082113762633,0,42.069767,24.227982,0.5759,36.976744,27.001713,0.730235,-0.269116,-0.155912,0.579532,0.069767,0.0,1.186047,0.735417
human/qiita/cicd-pipeline/44fec9cc851d742be271,0,human,human,qiita,cicd-pipeline,110,95,95,20.0,5610.0,4.709530201312334,8.632484235750972,0,51.0,22.412659,0.439464,39.936364,18.236466,0.456638,-0.389406,-0.373025,0.664445,0.021053,0.018182,1.318182,0.578289
human/qiita/cicd-pipeline/5418cba8b0b02b6ab50f,0,human,human,qiita,cicd-pipeline,40,37,37,20.0,2249.0,3.713572066704308,7.718685495198466,0,56.225,25.945604,0.46146,48.525,29.748939,0.613064,-0.368494,-0.239876,0.433013,0.0,0.0,1.075,0.494444
human/qiita/cicd-pipeline/6a9bf6c12ef94499f4b8,0,human,human,qiita,cicd-pipeline,49,28,28,20.0,1592.999996,3.912023005428146,7.37400185684075,0,32.510204,19.372948,0.595904,29.122449,18.677316,0.641337,-0.253209,-0.218518,1.062401,0.178571,0.0,0.265306,0.716667
human/qiita/cicd-pipeline/6bb682ea45fa60e4d6bc,0,human,human,qiita,cicd-pipeline,39,16,16,16.0,1403.0000009999999,3.6888794541139363,7.247080585298007,0,35.974359,23.430735,0.651318,21.230769,14.488654,0.682437,-0.211154,-0.188752,0.561181,0.1875,0.0,0.0,0.9375
human/qiita/cicd-pipeline/6dd0bf6e21b4e8d1b356,0,human,human,qiita,cicd-pipeline,224,171,171,20.0,8411.999904,5.41610040220442,9.037533396139901,0,37.553571,30.654858,0.816297,30.763393,24.857672,0.808028,-0.101142,-0.106178,1.127371,0.374269,0.017857,0.383929,0.825658
human/qiita/cicd-pipeline/7078eecf07bf5245a6e0,0,human,human,qiita,cicd-pipeline,23,15,15,15.0,725.999991,3.1780538303479458,6.588926465153877,0,31.565217,26.632484,0.843729,28.913043,27.84259,0.962977,-0.084758,-0.018861,0.505172,0.4,0.0,0.391304,0.8
human/qiita/cicd-pipeline/74926706e5cabb9fa47a,0,human,human,qiita,cicd-pipeline,46,32,32,20.0,1495.0,3.8501476017100584,7.310550158534422,0,32.5,16.669094,0.512895,25.717391,16.057861,0.624397,-0.321969,-0.231226,1.011279,0.15625,0.0,0.347826,0.880769
human/qiita/cicd-pipeline/74947c6676323c55f8e9,0,human,human,qiita,cicd-pipeline,54,47,47,20.0,1664.00001,4.007333185232471,7.41758040842055,0,30.814815,17.846126,0.579141,28.037037,15.970996,0.569639,-0.266511,-0.274178,0.824022,0.12766,0.0,0.537037,0.714286
human/qiita/cicd-pipeline/7e9a9414819d0e18cd88,0,human,human,qiita,cicd-pipeline,24,24,24,20.0,940.999992,3.2188758248682006,6.848005266083794,0,39.208333,16.005153,0.408208,30.875,12.417436,0.402184,-0.420245,-0.426346,0.381881,0.0,0.0,0.625,0.82
human/qiita/cicd-pipeline/8bf8ec6105e1db57677d,0,human,human,qiita,cicd-pipeline,74,74,73,20.0,2286.000008,4.31748811353631,7.734996197520814,0,30.891892,15.208966,0.492329,31.283784,16.774756,0.536213,-0.340187,-0.301903,0.37156,0.041096,0.0,0.283784,0.771296
human/qiita/cicd-pipeline/92f6d1a7e19ec50c2cd9,0,human,human,qiita,cicd-pipeline,51,43,43,20.0,2744.999979,3.9512437185814275,7.917900578680429,0,53.823529,23.150578,0.43012,48.039216,20.152323,0.419497,-0.398484,-0.408949,0.639889,0.0,0.019608,1.392157,0.639583
human/qiita/cicd-pipeline/994a80053df149419e41,0,human,human,qiita,cicd-pipeline,55,38,38,20.0,1711.0000049999999,4.02535169073515,7.445417559622248,0,31.109091,21.544603,0.69255,31.709091,22.920156,0.722826,-0.181649,-0.160883,0.692343,0.184211,0.036364,0.490909,0.802632
human/qiita/cicd-pipeline/9b443917f76c2fbc4c73,0,human,human,qiita,cicd-pipeline,55,42,42,20.0,2644.999995,4.02535169073515,7.8808043427852565,0,48.090909,28.672618,0.596217,40.290909,22.490946,0.558214,-0.252962,-0.283521,0.474472,0.0,0.018182,1.163636,0.747826
human/qiita/cicd-pipeline/aba00831e47905600ff3,0,human,human,qiita,cicd-pipeline,59,35,35,20.0,2233.000022,4.0943445622221,7.711548989476952,0,37.847458,23.218792,0.613484,28.881356,17.765978,0.615137,-0.239554,-0.238285,0.569754,0.085714,0.016949,0.542373,0.675
human/qiita/cicd-pipeline/aef6ff645ef262d43231,0,human,human,qiita,cicd-pipeline,50,36,36,20.0,2564.0,3.9318256327243257,7.84971375760487,0,51.28,25.042396,0.488346,41.66,26.627512,0.639163,-0.343773,-0.220135,0.464758,0.083333,0.02,0.84,0.767647
human/qiita/cicd-pipeline/b1071c716cfe937b2210,0,human,human,qiita,cicd-pipeline,61,39,39,20.0,2064.000026,4.127134385045092,7.632885517985932,0,33.836066,17.417892,0.514773,25.409836,15.686871,0.617354,-0.32033,-0.236587,0.69956,0.307692,0.0,0.344262,0.9375
human/qiita/cicd-pipeline/b5e3ef75af48a677a8ca,0,human,human,qiita,cicd-pipeline,101,58,58,20.0,5844.999987,4.624972813284271,8.673512943447449,0,57.871287,41.043967,0.709229,48.811881,39.272522,0.804569,-0.170119,-0.108298,0.854301,0.017241,0.009901,1.069307,0.658974
